"","gabi_acc_number","accession_number","citation","genus_name_pub","species_name_pub","valid_species_name","type_of_data","dubious","note_dubious","locality","country","adm1","adm2","dec_lat","dec_long","bentity2_name","insert_date","update_date"
"1332","GABI_02400855","Benoit-Lit-Data-1035582","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Mulege","Mexico","Baja California Sur","","26.71666667","-111.9166667","Baja California Sur","2020/01/04 23:29:20.219556+09",""
"1333","GABI_02400856","Benoit-Lit-Data-1035575","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Paz","Mexico","Baja California Sur","","24.91666667","-110.5833333","Baja California Sur","2020/01/04 23:29:20.219556+09",""
"1334","GABI_02400857","Benoit-Lit-Data-1035574","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Mulege","Mexico","Baja California Sur","","27.36666667","-112.7","Baja California Sur","2020/01/04 23:29:20.219556+09",""
"1335","GABI_02400858","Benoit-Lit-Data-1035594","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Paz","Mexico","Baja California Sur","","23.65","-110.2166667","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1336","GABI_02400859","Benoit-Lit-Data-1035610","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Mulege","Mexico","Baja California Sur","","27.06666667","-112.3","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1337","GABI_02400860","Benoit-Lit-Data-1035596","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Los Cabos","Mexico","Baja California Sur","","23.33333333","-109.8166667","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1338","GABI_02400861","Benoit-Lit-Data-1035585","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Paz","Mexico","Baja California Sur","","24.1","-110.2","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1339","GABI_02400862","Benoit-Lit-Data-1035589","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Comond–","Mexico","Baja California Sur","","26.16666667","-112.0666667","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1340","GABI_02400863","Benoit-Lit-Data-1035606","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Mulege","Mexico","Baja California Sur","","27.38333333","-112.4666667","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1341","GABI_02400864","Benoit-Lit-Data-1035595","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Loreto","Mexico","Baja California Sur","","25.66666667","-111.25","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1342","GABI_02400865","Benoit-Lit-Data-1035601","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Mulege","Mexico","Baja California Sur","","27.41666667","-112.6","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1343","GABI_02400866","Benoit-Lit-Data-1035621","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Los Cabos","Mexico","Baja California Sur","","23.21666667","-109.8333333","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1344","GABI_02400867","Benoit-Lit-Data-1035603","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Paz","Mexico","Baja California Sur","","23.75","-110.0333333","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1345","GABI_02400868","Benoit-Lit-Data-1035587","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Loreto","Mexico","Baja California Sur","","25.96666667","-111.4833333","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1346","GABI_02400869","Benoit-Lit-Data-1035602","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Paz","Mexico","Baja California Sur","","23.71666667","-109.85","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1347","GABI_02400870","Benoit-Lit-Data-1035586","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Paz","Mexico","Baja California Sur","","23.73333333","-109.8666667","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1348","GABI_02400871","Benoit-Lit-Data-1035572","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Paz","Mexico","Baja California Sur","","23.53333333","-110.0666667","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1349","GABI_02400872","Benoit-Lit-Data-1035593","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Paz","Mexico","Baja California Sur","","23.53333333","-110.0833333","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1350","GABI_02400873","Benoit-Lit-Data-1035588","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Comond–","Mexico","Baja California Sur","","26.05","-111.8166667","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1351","GABI_02400874","Benoit-Lit-Data-1035619","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Paz","Mexico","Baja California Sur","","23.36666667","-110.0166667","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1352","GABI_02400875","Benoit-Lit-Data-1035616","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Paz","Mexico","Baja California Sur","","24.03333333","-110.1166667","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1353","GABI_02400876","Benoit-Lit-Data-1035618","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Paz","Mexico","Baja California Sur","","24.01666667","-110.1333333","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1354","GABI_02400877","Benoit-Lit-Data-1035622","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Paz","Mexico","Baja California Sur","","23.51666667","-110.05","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1355","GABI_02400878","Benoit-Lit-Data-1035580","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Paz","Mexico","Baja California Sur","","23.51666667","-110.0166667","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1356","GABI_02400879","Benoit-Lit-Data-1035571","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Mulege","Mexico","Baja California Sur","","27.6","-113.0166667","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1357","GABI_02400880","Benoit-Lit-Data-1035570","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Mulege","Mexico","Baja California Sur","","27.58333333","-113.0166667","Baja California Sur","2020/01/04 23:29:20.963727+09",""
"1358","GABI_02400881","Benoit-Lit-Data-1043982","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Tlahualilo, Reserva de la Biosfera de Mapimi","Mexico","Durango","","26.612445","-103.843126","Durango","2020/01/04 23:29:20.963727+09",""
"1359","GABI_02400882","Benoit-Lit-Data-1043983","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Tlahualilo, Reserva de la Biosfera de Mapimi","Mexico","Durango","","26.612514","-103.842764","Durango","2020/01/04 23:29:20.963727+09",""
"1360","GABI_02400883","Benoit-Lit-Data-1043981","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Tlahualilo, Reserva de la Biosfera de Mapimi","Mexico","Durango","","26.66995","-103.702731","Durango","2020/01/04 23:29:20.963727+09",""
"1361","GABI_02400884","Benoit-Lit-Data-1040924","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","San Salvador","Mexico","Hidalgo","","20.2903","-99.0187","Hidalgo","2020/01/04 23:29:20.963727+09",""
"1362","GABI_02400885","Benoit-Lit-Data-1040925","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","San Salvador","Mexico","Hidalgo","","20.2903","-99.0187","Hidalgo","2020/01/04 23:29:20.963727+09",""
"1363","GABI_02400886","Benoit-Lit-Data-1040917","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Tezontepec de Aldama","Mexico","Hidalgo","","20.2057","-99.2711","Hidalgo","2020/01/04 23:29:20.963727+09",""
"1364","GABI_02400887","Benoit-Lit-Data-1040918","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Tezontepec de Aldama","Mexico","Hidalgo","","20.2057","-99.2711","Hidalgo","2020/01/04 23:29:20.963727+09",""
"1365","GABI_02400888","Benoit-Lit-Data-1040919","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Tezontepec de Aldama","Mexico","Hidalgo","","20.2057","-99.2711","Hidalgo","2020/01/04 23:29:20.963727+09",""
"1366","GABI_02400889","Benoit-Lit-Data-1040920","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Tezontepec de Aldama","Mexico","Hidalgo","","20.197","-99.2687","Hidalgo","2020/01/04 23:29:20.963727+09",""
"1367","GABI_02400890","Benoit-Lit-Data-1040921","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Tezontepec de Aldama","Mexico","Hidalgo","","20.197","-99.2687","Hidalgo","2020/01/04 23:29:20.963727+09",""
"1368","GABI_02400891","Benoit-Lit-Data-1040922","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Tezontepec de Aldama","Mexico","Hidalgo","","20.197","-99.2687","Hidalgo","2020/01/04 23:29:20.963727+09",""
"1369","GABI_02400892","Benoit-Lit-Data-1040923","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Tezontepec de Aldama","Mexico","Hidalgo","","20.197","-99.2687","Hidalgo","2020/01/04 23:29:20.963727+09",""
"1370","GABI_02400893","Benoit-Lit-Data-1040915","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Tezontepec de Aldama","Mexico","Hidalgo","","20.1973","-99.2719","Hidalgo","2020/01/04 23:29:20.963727+09",""
"1371","GABI_02400894","Benoit-Lit-Data-1040916","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Tezontepec de Aldama","Mexico","Hidalgo","","20.1973","-99.2719","Hidalgo","2020/01/04 23:29:20.963727+09",""
"1372","GABI_02400895","Benoit-Lit-Data-1048255","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Tezontepec de Aldama","Mexico","Hidalgo","","20.18333333","-99.26666667","Hidalgo","2020/01/04 23:29:20.963727+09",""
"1373","GABI_02400896","Benoit-Lit-Data-1048256","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Puerto Vallarta","Mexico","Jalisco","","20.66713889","-105.2677778","Jalisco","2020/01/04 23:29:20.963727+09",""
"1374","GABI_02400897","Benoit-Lit-Data-1028999","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Puerto Vallarta","Mexico","Jalisco","","20.65","-105.2","Jalisco","2020/01/04 23:29:20.963727+09",""
"1375","GABI_02400898","Benoit-Lit-Data-1028207","Rios-Casanova, L., A. Valiente-Banuet, and V. Rico-Gray. (2004). Las hormigas del Valle de Tehuacan (Hymenoptera: Formicidae): una comparacion con otras zonas aridas de Mexico. Acta Zoologica Mexicana 20: 37-54.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Coxcatlan, Reserva de la Biosfera Tehuacan Cuicatlan","Mexico","Puebla","","18.26","-97.15","Puebla","2020/01/04 23:29:20.963727+09",""
"1376","GABI_02400899","Benoit-Lit-Data-1048258","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Coxcatlan","Mexico","Puebla","","18.23333333","-97.15","Puebla","2020/01/04 23:29:20.963727+09",""
"1377","GABI_02400900","Benoit-Lit-Data-1036100","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Zapotitlan, Reserva de la Biosfera Tehuacan Cuicatlan","Mexico","Puebla","","18.3311","-97.4573","Puebla","2020/01/04 23:29:20.963727+09",""
"1378","GABI_02400901","Benoit-Lit-Data-1027832","Luna, P., Y. Penaloza-Arellanes, A. L. Castillo-Meza, J. H. Garcia-Chavez, and W. Dattilo. 2018. Beta diversity of ant-plant interactions over day-night periods and plant physiognomies in a semiarid environment. Journal of Arid Environments 156: 69-76.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Zapotitlan, Reserva de la Biosfera Tehuacan Cuicatlan","Mexico","Puebla","","18.327541","-97.455","Puebla","2020/01/04 23:29:20.963727+09",""
"1379","GABI_02400902","Benoit-Lit-Data-1048257","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","San Lucas Tecopilco","Mexico","Tlaxcala","","19.48333333","-98.28333333","Tlaxcala","2020/01/04 23:29:20.963727+09",""
"1380","GABI_02400903","Benoit-Lit-Data-1027495","Varela-Hernandez, F., M. Rocha-Ortega, R. W. Jones, and W. P. Mackay. 2016. Insectos: Hormigas (Formicidae) del estado de Queretaro, Mexico. Pages 397-404 in W. Jones., and V. Serrano-Cardenas, editors. Historia Natural de Queretaro. Universidad Autonoma de Queretaro, Mexico.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Jalpan de Serra, Reserva Ecologica El Pilon","Mexico","Queretaro","","21.4971833","-99.16855","Queretaro","2020/01/04 23:29:20.963727+09",""
"1381","GABI_02400904","Benoit-Lit-Data-1036108","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Cadereyta de Montes","Mexico","Queretaro","","20.83444","-99.75","Queretaro","2020/01/04 23:29:20.963727+09",""
"1382","GABI_02400905","Benoit-Lit-Data-1032033","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Queretaro","Mexico","Queretaro","","20.61666","-100.4666","Queretaro","2020/01/04 23:29:20.963727+09",""
"1383","GABI_02400906","Benoit-Lit-Data-1045421","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Queretaro","Mexico","Queretaro","","20.665156","-100.441216","Queretaro","2020/01/04 23:29:20.963727+09",""
"1384","GABI_02400907","Benoit-Lit-Data-1027496","Varela-Hernandez, F., M. Rocha-Ortega, R. W. Jones, and W. P. Mackay. 2016. Insectos: Hormigas (Formicidae) del estado de Queretaro, Mexico. Pages 397-404 in W. Jones., and V. Serrano-Cardenas, editors. Historia Natural de Queretaro. Universidad Autonoma de Queretaro, Mexico.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","El Marques","Mexico","Queretaro","","20.6096667","-100.3396667","Queretaro","2020/01/04 23:29:20.963727+09",""
"1385","GABI_02400908","Benoit-Lit-Data-1032034","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Queretaro","Mexico","Queretaro","","20.605521","-100.351067","Queretaro","2020/01/04 23:29:20.963727+09",""
"1386","GABI_02400909","Benoit-Lit-Data-1027494","Varela-Hernandez, F., M. Rocha-Ortega, R. W. Jones, and W. P. Mackay. 2016. Insectos: Hormigas (Formicidae) del estado de Queretaro, Mexico. Pages 397-404 in W. Jones., and V. Serrano-Cardenas, editors. Historia Natural de Queretaro. Universidad Autonoma de Queretaro, Mexico.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Huimilpan, Parque Nacional El Cimatario","Mexico","Queretaro","","20.475","-100.3269444","Queretaro","2020/01/04 23:29:20.963727+09",""
"1387","GABI_02400910","Benoit-Lit-Data-1027493","Varela-Hernandez, F., M. Rocha-Ortega, R. W. Jones, and W. P. Mackay. 2016. Insectos: Hormigas (Formicidae) del estado de Queretaro, Mexico. Pages 397-404 in W. Jones., and V. Serrano-Cardenas, editors. Historia Natural de Queretaro. Universidad Autonoma de Queretaro, Mexico.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Cadereyta de Montes, Jardin Botanico Cadereyta","Mexico","Queretaro","","20.687","-99.804","Queretaro","2020/01/04 23:29:20.963727+09",""
"1388","GABI_02400911","Benoit-Lit-Data-1044975","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Mazatlan","Mexico","Sinaloa","","23.249415","-106.411142","Sinaloa","2020/01/04 23:29:20.963727+09",""
"1389","GABI_02400912","Benoit-Lit-Data-1048262","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Pitiquito","Mexico","Sonora","","29.57166667","-112.3816667","Sonora","2020/01/04 23:29:20.963727+09",""
"1390","GABI_02400913","Benoit-Lit-Data-1033664","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Hermosillo","Mexico","Sonora","","29.24768","-111.82376","Sonora","2020/01/04 23:29:20.963727+09",""
"1391","GABI_02400914","Benoit-Lit-Data-1048263","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Pitiquito","Mexico","Sonora","","29.83833333","-112.5783333","Sonora","2020/01/04 23:29:20.963727+09",""
"1392","GABI_02400915","Benoit-Lit-Data-1048260","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","San Pedro de la Cueva","Mexico","Sonora","","29.30666667","-109.7166667","Sonora","2020/01/04 23:29:20.963727+09",""
"1393","GABI_02400916","Benoit-Lit-Data-1033459","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Empalme","Mexico","Sonora","","27.97","-110.82","Sonora","2020/01/04 23:29:20.963727+09",""
"1394","GABI_02400917","Benoit-Lit-Data-1028683","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Colorada","Mexico","Sonora","","28.73","-110.42","Sonora","2020/01/04 23:29:20.963727+09",""
"1395","GABI_02400918","Benoit-Lit-Data-1048261","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","La Colorada","Mexico","Sonora","","28.800698","-110.539016","Sonora","2020/01/04 23:29:20.963727+09",""
"1396","GABI_02400919","Benoit-Lit-Data-1048259","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Nacozari de Garcia","Mexico","Sonora","","30.64666667","-109.425","Sonora","2020/01/04 23:29:20.963727+09",""
"1397","GABI_02400920","Benoit-Lit-Data-1036118","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Matamoros","Mexico","Tamaulipas","","25.86055","-97.41027","Tamaulipas","2020/01/04 23:29:20.963727+09",""
"1398","GABI_02400922","Benoit-Lit-Data-1043980","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Ixhuacan de los Reyes","Mexico","Veracruz de Ignacio de la Llave","","19.38728","-97.068981","Veracruz","2020/01/04 23:29:20.963727+09",""
"1399","GABI_02400923","Benoit-Lit-Data-1043979","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Coatepec","Mexico","Veracruz de Ignacio de la Llave","","19.48089","-96.996467","Veracruz","2020/01/04 23:29:20.963727+09",""
"1400","GABI_02400924","Benoit-Lit-Data-1043978","Dattilo W. et al. 2019. MEXICO ANTS: incidence and abundance along the Nearctic-Neotropical interface. Ecology https://doi.org/10.1002/ecy.2944","Solenopsis","xyloni","Solenopsis.xyloni","Database Collection","","","Coatepec","Mexico","Veracruz de Ignacio de la Llave","","19.480876","-96.996423","Veracruz","2020/01/04 23:29:20.963727+09",""
"1401","GABI_01254263","Mike-089149","Longino, J.T. 2010. Personal Communication. Longino Collection Database","Solenopsis","xyloni ","Solenopsis.xyloni","Personal Collection","","","San Bernardino","USA","California","San Bernardino","34.568","-116.899","California","2015/04/03 10:45:46.695735+09","2020/01/17 18:53:50.617056+09"
"1402","GABI_02109143","Benoit-Lit-Data-774202","Ent_660061_lot number=18-59","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","","USA","Texas","","31.110154","-100.041016","Texas","2019/04/04 23:41:46.756723+09","2019/06/30 09:45:05.602033+09"
