"","gabi_acc_number","accession_number","citation","genus_name_pub","species_name_pub","valid_species_name","type_of_data","dubious","note_dubious","locality","country","adm1","adm2","dec_lat","dec_long","bentity2_name","insert_date","update_date"
"543","GABI_02328211","Benoit-Lit-Data-985700","TTU-Z_TTU-Z_021618_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","7.0 mi S of Haskell","USA","Texas","Haskell","32.68562","-99.81079","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"544","GABI_02328212","Benoit-Lit-Data-985585","TTU-Z_TTU-Z_021501_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","39.9 miles NE of Benjamin","USA","Texas","Knox","33.73804","-99.78333","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"545","GABI_02328213","Benoit-Lit-Data-985589","TTU-Z_TTU-Z_021505_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","39.9 miles NE of Benjamin","USA","Texas","Knox","33.73804","-99.78333","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"546","GABI_02328214","Benoit-Lit-Data-985590","TTU-Z_TTU-Z_021506_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","39.9 miles NE of Benjamin","USA","Texas","Knox","33.73804","-99.78333","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"547","GABI_02328215","Benoit-Lit-Data-985621","TTU-Z_TTU-Z_021538_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","9.0 miles East of Quanah","USA","Texas","Hardeman","33.93425","-99.41528","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"548","GABI_02328216","Benoit-Lit-Data-979297","TTU-Z_TTU-Z_002588_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","27 miles N of Del Rio","USA","Texas","Val Verde","30.16888","-101.05225","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"549","GABI_02328217","Benoit-Lit-Data-979302","TTU-Z_TTU-Z_002593_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","27 miles N of Del Rio","USA","Texas","Val Verde","30.16888","-101.05225","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"550","GABI_02328218","Benoit-Lit-Data-979305","TTU-Z_TTU-Z_002596_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","27 miles N of Del Rio","USA","Texas","Val Verde","30.16888","-101.05225","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"551","GABI_02328220","Benoit-Lit-Data-986089","TTU-Z_TTU-Z_022011_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","41.8 mi N of Del Rio","USA","Texas","Val Verde","30.35392","-101.40381","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"552","GABI_02328221","Benoit-Lit-Data-980283","TTU-Z_TTU-Z_003609_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","3 miles N of Ballinger","USA","Texas","Runnels","32.12911","-100.12939","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"553","GABI_02328223","Benoit-Lit-Data-977488","TTU-Z_TTU-Z_000657_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","10 mi W of Crowell on US 70","USA","Texas","Foard","34.03218","-99.72839","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"554","GABI_02328224","Benoit-Lit-Data-985633","TTU-Z_TTU-Z_021551_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","9.9 miles West of Crowell","USA","Texas","Foard","34.03218","-99.72839","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"555","GABI_02328225","Benoit-Lit-Data-985636","TTU-Z_TTU-Z_021554_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","9.9 miles West of Crowell","USA","Texas","Foard","34.03218","-99.72839","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"556","GABI_02328226","Benoit-Lit-Data-985736","TTU-Z_TTU-Z_021655_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1.0 E of Hamlin","USA","Texas","Jones","32.64863","-99.68445","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"557","GABI_02328227","Benoit-Lit-Data-985742","TTU-Z_TTU-Z_021661_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1.0 East of Hamlin","USA","Texas","Jones","32.64863","-99.68445","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"558","GABI_02328228","Benoit-Lit-Data-980288","TTU-Z_TTU-Z_003614_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1.5 miles N of Montague City","USA","Texas","Montague","33.79056","-96.09467","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"559","GABI_02328229","Benoit-Lit-Data-986107","TTU-Z_TTU-Z_022030_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","7 mi NW of Langtry","USA","Texas","Val Verde","29.68805","-101.03027","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"560","GABI_02328230","Benoit-Lit-Data-986108","TTU-Z_TTU-Z_022031_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","7 mi NW of Langtry","USA","Texas","Val Verde","29.68805","-101.03027","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"561","GABI_02328231","Benoit-Lit-Data-982458","TTU-Z_TTU-Z_005939_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","3.5 mi S of Bronte","USA","Texas","Coke","31.52236","-100.34363","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"562","GABI_02328232","Benoit-Lit-Data-977486","TTU-Z_TTU-Z_000655_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","5.5 mi NE of Paducah on US 70","USA","Texas","Cottle","34.36611","-100.18982","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"563","GABI_02328233","Benoit-Lit-Data-984218","TTU-Z_TTU-Z_020118_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","8.2 mi NE of Paducah","USA","Texas","Cottle","34.36611","-100.18982","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"564","GABI_02328234","Benoit-Lit-Data-984231","TTU-Z_TTU-Z_020131_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","3.4 mi E of Childress","USA","Texas","Childress","34.42504","-100.14038","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"565","GABI_02328235","Benoit-Lit-Data-984232","TTU-Z_TTU-Z_020132_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","3.4 mi E of Childress","USA","Texas","Childress","34.42504","-100.14038","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"566","GABI_02328236","Benoit-Lit-Data-984235","TTU-Z_TTU-Z_020135_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","3.4 mi E of Childress","USA","Texas","Childress","34.42504","-100.14038","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"567","GABI_02328237","Benoit-Lit-Data-984237","TTU-Z_TTU-Z_020137_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","3.4 mi E of Childress","USA","Texas","Childress","34.42504","-100.14038","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"568","GABI_02328238","Benoit-Lit-Data-979649","TTU-Z_TTU-Z_002961_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","3.8 miles S of Lowake","USA","Texas","Concho","31.528006","-100.092808","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"569","GABI_02328239","Benoit-Lit-Data-985723","TTU-Z_TTU-Z_021642_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","17.7 S.W. of Anson","USA","Texas","Jones","32.70411","-99.84375","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"570","GABI_02328240","Benoit-Lit-Data-985725","TTU-Z_TTU-Z_021644_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","17.7 S.W. of Anson","USA","Texas","Jones","32.64863","-99.68445","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"571","GABI_02328241","Benoit-Lit-Data-978113","TTU-Z_TTU-Z_001334_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","13 miles NW of Junction","USA","Texas","Kimble","30.20444","-99.42627","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"572","GABI_02328242","Benoit-Lit-Data-978181","TTU-Z_TTU-Z_001403_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","13 miles SW of Junction","USA","Texas","Kimble","30.20444","-99.42627","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"573","GABI_02328243","Benoit-Lit-Data-985750","TTU-Z_TTU-Z_021669_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","7.1 miles SW of Aspermont","USA","Texas","Stonewall","30.08811","-98.5144","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"574","GABI_02328244","Benoit-Lit-Data-979533","TTU-Z_TTU-Z_002844_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Big Bend National Park,Rio Grande Village","USA","Texas","Brewster","29.129603","-103.211579","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"575","GABI_02328245","Benoit-Lit-Data-979659","TTU-Z_TTU-Z_002971_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","5 miles SW of San Angelo","USA","Texas","Tom Green","31.44272","-100.44113","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"576","GABI_02328246","Benoit-Lit-Data-979670","TTU-Z_TTU-Z_002982_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","5 miles SW of San Angelo","USA","Texas","Tom Green","31.44272","-100.44113","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"577","GABI_02328247","Benoit-Lit-Data-980299","TTU-Z_TTU-Z_003625_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","11 miles SW of Ballinger","USA","Texas","Runnels","32.12911","-100.12939","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"578","GABI_02328248","Benoit-Lit-Data-980303","TTU-Z_TTU-Z_003629_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","11 miles SW of Ballinger","USA","Texas","Runnels","32.12911","-100.12939","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"579","GABI_02328249","Benoit-Lit-Data-980307","TTU-Z_TTU-Z_003633_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","11 miles SW of Ballinger","USA","Texas","Runnels","32.12911","-100.12939","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"580","GABI_02328293","Benoit-Lit-Data-985905","TTU-Z_TTU-Z_021824_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","12.2 mi ESE of Sonora","USA","Texas","Sutton","30.54334","-100.46997","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"581","GABI_02328250","Benoit-Lit-Data-979290","TTU-Z_TTU-Z_002581_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Spence Res., 13 miles NW of Robert Lee","USA","Texas","Coke","31.52236","-100.34363","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"582","GABI_02328251","Benoit-Lit-Data-979292","TTU-Z_TTU-Z_002583_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Spence Res., 13 miles NW of Robert Lee","USA","Texas","Coke","31.52236","-100.34363","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"583","GABI_02328252","Benoit-Lit-Data-979293","TTU-Z_TTU-Z_002584_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Spence Res., 13 miles NW of Robert Lee","USA","Texas","Coke","31.52236","-100.34363","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"584","GABI_02328253","Benoit-Lit-Data-979294","TTU-Z_TTU-Z_002585_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Spence Res., 13 miles NW of Robert Lee","USA","Texas","Coke","31.52236","-100.34363","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"585","GABI_02328254","Benoit-Lit-Data-979296","TTU-Z_TTU-Z_002587_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Spence Res., 13 miles NW of Robert Lee","USA","Texas","Coke","31.52236","-100.34363","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"586","GABI_02328255","Benoit-Lit-Data-985875","TTU-Z_TTU-Z_021794_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","3.5 mi SW of San Angelo","USA","Texas","Tom Green","31.63468","-100.0415","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"587","GABI_02328256","Benoit-Lit-Data-985993","TTU-Z_TTU-Z_021912_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","13.4 mi N.W. of Mason","USA","Texas","Mason","31.35833","-99.11865","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"588","GABI_02328257","Benoit-Lit-Data-982181","TTU-Z_TTU-Z_005631_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Big Bend National Park 1.5 miles N of Sotiz","USA","Texas","Brewster","29.82158","-103.27148","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"589","GABI_02328258","Benoit-Lit-Data-982185","TTU-Z_TTU-Z_005635_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Big Bend National Park, 1.5 miles N of Sotiz","USA","Texas","Brewster","29.82158","-103.27148","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"590","GABI_02328259","Benoit-Lit-Data-982188","TTU-Z_TTU-Z_005639_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Big Bend National Park 1.5 miles N of Sotiz","USA","Texas","Brewster","29.82158","-103.27148","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"591","GABI_02328260","Benoit-Lit-Data-980745","TTU-Z_TTU-Z_004090_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","33 miles E of Sonora","USA","Texas","Sutton","30.47235","-100.81055","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"592","GABI_02328261","Benoit-Lit-Data-980352","TTU-Z_TTU-Z_003679_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","13 miles N of Junction","USA","Texas","Kimble","30.20444","-99.42627","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"593","GABI_02328262","Benoit-Lit-Data-982093","TTU-Z_TTU-Z_005541_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Big Bend National Park, Castilon","USA","Texas","Brewster","29.54001","-103.87573","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"594","GABI_02328263","Benoit-Lit-Data-980044","TTU-Z_TTU-Z_003361_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","6 miles SE of Sweetwater, lake sweetwater","USA","Texas","Nolan","32.15701","-100.96436","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"595","GABI_02328264","Benoit-Lit-Data-980031","TTU-Z_TTU-Z_003348_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","12 miles W of Roby","USA","Texas","Fisher","32.72953","-100.6691","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"596","GABI_02328265","Benoit-Lit-Data-985880","TTU-Z_TTU-Z_021799_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","18.1 mi S of San Angelo","USA","Texas","Tom Green","31.29733","-100.448","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"597","GABI_02328266","Benoit-Lit-Data-985885","TTU-Z_TTU-Z_021804_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","18.1 mi S of San Angelo","USA","Texas","Tom Green","31.29733","-100.448","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"598","GABI_02328267","Benoit-Lit-Data-985889","TTU-Z_TTU-Z_021808_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","18.1 mi S of San Angelo","USA","Texas","Tom Green","31.29733","-100.448","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"599","GABI_02328268","Benoit-Lit-Data-980706","TTU-Z_TTU-Z_004049_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Rock Springs","USA","Texas","Edwards","30.016274","-100.211962","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"600","GABI_02328269","Benoit-Lit-Data-980815","TTU-Z_TTU-Z_004163_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","29.5 miles SE of San Angelo","USA","Texas","Tom Green","30.9305","-99.8877","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"601","GABI_02328270","Benoit-Lit-Data-980693","TTU-Z_TTU-Z_004036_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","15 miles W od Rock Springs","USA","Texas","Edwards","30.4936","-99.76135","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"602","GABI_02328294","Benoit-Lit-Data-978069","TTU-Z_TTU-Z_001286_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","12 miles NW of Uvalde","USA","Texas","Real","29.97873","-99.10217","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"603","GABI_02328271","Benoit-Lit-Data-980698","TTU-Z_TTU-Z_004041_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","15 miles W of Rock Springs","USA","Texas","Edwards","30.4936","-99.76135","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"604","GABI_02328272","Benoit-Lit-Data-978171","TTU-Z_TTU-Z_001393_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","27 miles S of Ozona","USA","Texas","Crockett","31.24683","-95.41351","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"605","GABI_02328273","Benoit-Lit-Data-984410","TTU-Z_TTU-Z_020307_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","10.5 mi W of Clairmont","USA","Texas","Kent","33.56886","-101.46973","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"606","GABI_02328274","Benoit-Lit-Data-984411","TTU-Z_TTU-Z_020308_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","10.5 mi W of Clairmont","USA","Texas","Kent","33.56886","-101.46973","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"607","GABI_02328275","Benoit-Lit-Data-979861","TTU-Z_TTU-Z_003176_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","17.5 miles W of Sonora","USA","Texas","Sutton","30.47235","-100.81055","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"608","GABI_02328276","Benoit-Lit-Data-980114","TTU-Z_TTU-Z_003432_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","32.7 miles N of Dryden","USA","Texas","Terrell","33.09154","-95.93262","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
"609","GABI_02328277","Benoit-Lit-Data-980120","TTU-Z_TTU-Z_003438_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","32.7 miles N of Dryden","USA","Texas","Terrell","33.09154","-95.93262","Texas","2019/04/05 03:02:55.401827+09","2019/06/30 09:45:05.602033+09"
