Photo,Label,,Measure,Trait,
SiCr 3.5.jpg,3,98.627,0.336,Mandible length,Forelius pruinosis
SiCr 3.5.jpg,4,23.338,0.619,Head length,Forelius pruinosis
SiCr 3.5.jpg,5,19.259,0.134,Eye length,Forelius pruinosis
SiCr 3.5.jpg,6,116.114,0.087,Eye width,Forelius pruinosis
SiCr 3.5.jpg,7,113.629,0.561,Head width,Forelius pruinosis
SiCr 3.5.jpg,8,-179.445,0.789,Webers,Forelius pruinosis
SiCr 3.6.jpg,1,-76.472,0.648,Femur,Forelius pruinosis
SiCr 3.6.jpg,2,-128.791,0.537,Scape,Forelius pruinosis
SiCr 3.6.jpg,3,143.549,0.259,Mandible length,Forelius pruinosis
SiCr 3.6.jpg,4,-152.199,0.589,Head length,Forelius pruinosis
SiCr 3.6.jpg,5,-155.298,0.13,Eye length,Forelius pruinosis
SiCr 3.6.jpg,6,131.424,0.054,Eye width,Forelius pruinosis
SiCr 3.6.jpg,7,121.661,0.501,Head width,Forelius pruinosis
SiCr 3.6.jpg,8,147.858,0.633,Webers,Forelius pruinosis
SiCr 3.7.jpg,1,-141.821,0.689,Femur,Forelius pruinosis
SiCr 3.7.jpg,2,-148.707,0.553,Scape,Forelius pruinosis
SiCr 3.7.jpg,3,-90.428,0.31,Mandible length,Forelius pruinosis
SiCr 3.7.jpg,4,-167.516,0.643,Head length,Forelius pruinosis
SiCr 3.7.jpg,5,-169.216,0.148,Eye length,Forelius pruinosis
SiCr 3.7.jpg,6,102.724,0.074,Eye width,Forelius pruinosis
SiCr 3.7.jpg,7,-77.42,0.563,Head width,Forelius pruinosis
SiCr 3.7.jpg,8,-178.869,0.704,Webers,Forelius pruinosis
CaSl 3.12.2.jpg,1,-79.136,1.957,Femur,Myrmecocystus
CaSl 3.12.2.jpg,2,169.924,1.414,Scape,Myrmecocystus
CaSl 3.12.2.jpg,3,83.951,0.737,Mandible length,Myrmecocystus
CaSl 3.12.2.jpg,4,151.16,1.257,Head length,Myrmecocystus
CaSl 3.12.2.jpg,5,159.341,0.316,Eye length,Myrmecocystus
CaSl 3.12.2.jpg,6,64.231,0.156,Eye width,Myrmecocystus
CaSl 3.12.2.jpg,7,61.844,1.172,Head width,Myrmecocystus
CaSl 3.12.2.jpg,8,-161.003,1.878,Webers,Myrmecocystus
Lok 3.1.jpg,1,-1.488,0.747,Femur,Solenopsis xyloni
Lok 3.1.jpg,2,49.616,0.554,Scape,Solenopsis xyloni
Lok 3.1.jpg,3,138.424,0.402,Mandible length,Solenopsis xyloni
Lok 3.1.jpg,4,80.538,0.737,Head length,Solenopsis xyloni
Lok 3.1.jpg,5,-102.131,0.133,Eye length,Solenopsis xyloni
Lok 3.1.jpg,6,163.179,0.054,Eye width,Solenopsis xyloni
Lok 3.1.jpg,7,170.781,0.625,Head width,Solenopsis xyloni
Lok 3.1.jpg,8,-151.123,0.833,Webers,Solenopsis xyloni
Lok 3.2.jpg,1,118.232,0.813,Femur,Solenopsis xyloni
Lok 3.2.jpg,2,119.982,0.577,Scape,Solenopsis xyloni
Lok 3.2.jpg,3,142.893,0.388,Mandible length,Solenopsis xyloni
Lok 3.2.jpg,4,78.736,0.787,Head length,Solenopsis xyloni
Lok 3.2.jpg,5,77.638,0.12,Eye length,Solenopsis xyloni
Lok 3.2.jpg,6,164.055,0.058,Eye width,Solenopsis xyloni
Lok 3.2.jpg,7,-11.569,0.695,Head width,Solenopsis xyloni
Lok 3.2.jpg,8,56.31,0.866,Webers,Solenopsis xyloni
